Year,Athlete,Place_no,Time
2014.0,Linda Sweeney,0.0,N/A
2014.0,Eve Anderson,0.0,N/A
2014.0,Robin Beck,0.0,N/A
2014.0,Lyn Lemaire,0.0,N/A
2015.0,Anne Haug,0.0,N/A
2015.0,Sarah Crowley,0.0,N/A
2015.0,Lucy Charles,0.0,N/A
2015.0,Heather Jackson,0.0,N/A
2015.0,Daniela Ryf,1.0,08:57:57
2015.0,Rachel Joyce,2.0,09:10:59
2015.0,Liz Blatchford,3.0,09:14:52
2015.0,Leanda Cave,0.0,N/A
2015.0,Caroline Steffen,0.0,N/A
2015.0,Julie Dibens,0.0,N/A
2015.0,Virginia Berasategui,0.0,N/A
2015.0,Mirinda Carfrae,0.0,N/A
2015.0,Yvonne van Vlerken,0.0,N/A
2015.0,Sandra Wallenhorst,0.0,N/A
2015.0,Chrissie Wellington,0.0,N/A
2015.0,Samantha McGlone,0.0,N/A
2015.0,Lisa Bentley,0.0,N/A
2015.0,Desiree Ficker,0.0,N/A
2015.0,Michellie Jones,0.0,N/A
2015.0,Kate Major,0.0,N/A
2015.0,Nina Kraft,0.0,N/A
2015.0,Heather Fuhr,0.0,N/A
2015.0,Lori Bowden,0.0,N/A
2015.0,Natascha Badmann,0.0,N/A
2015.0,Isabelle Mouthon,0.0,N/A
2015.0,Fernanda Keller,0.0,N/A
2015.0,Karen Smyers,0.0,N/A
2015.0,Susan Latshaw,0.0,N/A
2015.0,Julie Anne White,0.0,N/A
2015.0,Thea Sybesma,0.0,N/A
2015.0,Sarah Coope,0.0,N/A
2015.0,Terri Schneider,0.0,N/A
2015.0,Kirsten Hanssen,0.0,N/A
2015.0,Erin Baker,0.0,N/A
2015.0,Joanne Ernst,0.0,N/A
2015.0,Paula Newby-Fraser,0.0,N/A
2015.0,Elizabeth Bulman,0.0,N/A
2015.0,Julie Olson,0.0,N/A
2015.0,Patricia Puntous,0.0,N/A
2015.0,Sylviane Puntous,0.0,N/A
2015.0,Eva Ueltzen,0.0,N/A
2015.0,Julie Leach,0.0,N/A
2015.0,Jo Ann Dahlkoetter,0.0,N/A
2015.0,Julie Moss,0.0,N/A
2015.0,Kathleen McCartney,0.0,N/A
2015.0,Sally Edwards,0.0,N/A
2015.0,Lyn Brooks,0.0,N/A
2015.0,Linda Sweeney,0.0,N/A
2015.0,Eve Anderson,0.0,N/A
2015.0,Robin Beck,0.0,N/A
2015.0,Lyn Lemaire,0.0,N/A
2016.0,Anne Haug,0.0,N/A
2016.0,Sarah Crowley,0.0,N/A
2016.0,Lucy Charles,0.0,N/A
2016.0,Heather Jackson,3.0,09:11:32
2016.0,Daniela Ryf,1.0,08:46:46
2016.0,Rachel Joyce,0.0,N/A
2016.0,Liz Blatchford,0.0,N/A
2016.0,Leanda Cave,0.0,N/A
2016.0,Caroline Steffen,0.0,N/A
2016.0,Julie Dibens,0.0,N/A
2016.0,Virginia Berasategui,0.0,N/A
2016.0,Mirinda Carfrae,2.0,09:10:30
2016.0,Yvonne van Vlerken,0.0,N/A
2016.0,Sandra Wallenhorst,0.0,N/A
2016.0,Chrissie Wellington,0.0,N/A
2016.0,Samantha McGlone,0.0,N/A
2016.0,Lisa Bentley,0.0,N/A
2016.0,Desiree Ficker,0.0,N/A
2016.0,Michellie Jones,0.0,N/A
2016.0,Kate Major,0.0,N/A
2016.0,Nina Kraft,0.0,N/A
2016.0,Heather Fuhr,0.0,N/A
2016.0,Lori Bowden,0.0,N/A
2016.0,Natascha Badmann,0.0,N/A
2016.0,Isabelle Mouthon,0.0,N/A
2016.0,Fernanda Keller,0.0,N/A
2016.0,Karen Smyers,0.0,N/A
2016.0,Susan Latshaw,0.0,N/A
2016.0,Julie Anne White,0.0,N/A
2016.0,Thea Sybesma,0.0,N/A
2016.0,Sarah Coope,0.0,N/A
2016.0,Terri Schneider,0.0,N/A
2016.0,Kirsten Hanssen,0.0,N/A
2016.0,Erin Baker,0.0,N/A
2016.0,Joanne Ernst,0.0,N/A
2016.0,Paula Newby-Fraser,0.0,N/A
2016.0,Elizabeth Bulman,0.0,N/A
2016.0,Julie Olson,0.0,N/A
2016.0,Patricia Puntous,0.0,N/A
2016.0,Sylviane Puntous,0.0,N/A
2016.0,Eva Ueltzen,0.0,N/A
2016.0,Julie Leach,0.0,N/A
2016.0,Jo Ann Dahlkoetter,0.0,N/A
2016.0,Julie Moss,0.0,N/A
2016.0,Kathleen McCartney,0.0,N/A
2016.0,Sally Edwards,0.0,N/A
2016.0,Lyn Brooks,0.0,N/A
2016.0,Linda Sweeney,0.0,N/A
2016.0,Eve Anderson,0.0,N/A
2016.0,Robin Beck,0.0,N/A
2016.0,Lyn Lemaire,0.0,N/A
2017.0,Anne Haug,0.0,N/A
2017.0,Sarah Crowley,3.0,09:01:38
2017.0,Lucy Charles,2.0,08:59:38
2017.0,Heather Jackson,0.0,N/A
2017.0,Daniela Ryf,1.0,08:50:47
2017.0,Rachel Joyce,0.0,N/A
2017.0,Liz Blatchford,0.0,N/A
2017.0,Leanda Cave,0.0,N/A
2017.0,Caroline Steffen,0.0,N/A
2017.0,Julie Dibens,0.0,N/A
2017.0,Virginia Berasategui,0.0,N/A
2017.0,Mirinda Carfrae,0.0,N/A
2017.0,Yvonne van Vlerken,0.0,N/A
2017.0,Sandra Wallenhorst,0.0,N/A
2017.0,Chrissie Wellington,0.0,N/A
2017.0,Samantha McGlone,0.0,N/A
2017.0,Lisa Bentley,0.0,N/A
2017.0,Desiree Ficker,0.0,N/A
2017.0,Michellie Jones,0.0,N/A
2017.0,Kate Major,0.0,N/A
2017.0,Nina Kraft,0.0,N/A
2017.0,Heather Fuhr,0.0,N/A
2017.0,Lori Bowden,0.0,N/A
2017.0,Natascha Badmann,0.0,N/A
2017.0,Isabelle Mouthon,0.0,N/A
2017.0,Fernanda Keller,0.0,N/A
2017.0,Karen Smyers,0.0,N/A
2017.0,Susan Latshaw,0.0,N/A
2017.0,Julie Anne White,0.0,N/A
2017.0,Thea Sybesma,0.0,N/A
2017.0,Sarah Coope,0.0,N/A
2017.0,Terri Schneider,0.0,N/A
2017.0,Kirsten Hanssen,0.0,N/A
2017.0,Erin Baker,0.0,N/A
2017.0,Joanne Ernst,0.0,N/A
2017.0,Paula Newby-Fraser,0.0,N/A
2017.0,Elizabeth Bulman,0.0,N/A
2017.0,Julie Olson,0.0,N/A
2017.0,Patricia Puntous,0.0,N/A
2017.0,Sylviane Puntous,0.0,N/A
2017.0,Eva Ueltzen,0.0,N/A
2017.0,Julie Leach,0.0,N/A
2017.0,Jo Ann Dahlkoetter,0.0,N/A
2017.0,Julie Moss,0.0,N/A
2017.0,Kathleen McCartney,0.0,N/A
2017.0,Sally Edwards,0.0,N/A
2017.0,Lyn Brooks,0.0,N/A
2017.0,Linda Sweeney,0.0,N/A
2017.0,Eve Anderson,0.0,N/A
2017.0,Robin Beck,0.0,N/A
2017.0,Lyn Lemaire,0.0,N/A
2018.0,Anne Haug,3.0,08:41:57
2018.0,Sarah Crowley,0.0,N/A
2018.0,Lucy Charles,2.0,08:36:32
2018.0,Heather Jackson,0.0,N/A
2018.0,Daniela Ryf,1.0,08:26:18
2018.0,Rachel Joyce,0.0,N/A
2018.0,Liz Blatchford,0.0,N/A
2018.0,Leanda Cave,0.0,N/A
2018.0,Caroline Steffen,0.0,N/A
2018.0,Julie Dibens,0.0,N/A
2018.0,Virginia Berasategui,0.0,N/A
2018.0,Mirinda Carfrae,0.0,N/A
2018.0,Yvonne van Vlerken,0.0,N/A
2018.0,Sandra Wallenhorst,0.0,N/A
2018.0,Chrissie Wellington,0.0,N/A
2018.0,Samantha McGlone,0.0,N/A
2018.0,Lisa Bentley,0.0,N/A
2018.0,Desiree Ficker,0.0,N/A
2018.0,Michellie Jones,0.0,N/A
2018.0,Kate Major,0.0,N/A
2018.0,Nina Kraft,0.0,N/A
2018.0,Heather Fuhr,0.0,N/A
2018.0,Lori Bowden,0.0,N/A
2018.0,Natascha Badmann,0.0,N/A
2018.0,Isabelle Mouthon,0.0,N/A
2018.0,Fernanda Keller,0.0,N/A
2018.0,Karen Smyers,0.0,N/A
2018.0,Susan Latshaw,0.0,N/A
2018.0,Julie Anne White,0.0,N/A
2018.0,Thea Sybesma,0.0,N/A
2018.0,Sarah Coope,0.0,N/A
2018.0,Terri Schneider,0.0,N/A
2018.0,Kirsten Hanssen,0.0,N/A
2018.0,Erin Baker,0.0,N/A
2018.0,Joanne Ernst,0.0,N/A
2018.0,Paula Newby-Fraser,0.0,N/A
2018.0,Elizabeth Bulman,0.0,N/A
2018.0,Julie Olson,0.0,N/A
2018.0,Patricia Puntous,0.0,N/A
2018.0,Sylviane Puntous,0.0,N/A
2018.0,Eva Ueltzen,0.0,N/A
2018.0,Julie Leach,0.0,N/A
2018.0,Jo Ann Dahlkoetter,0.0,N/A
2018.0,Julie Moss,0.0,N/A
2018.0,Kathleen McCartney,0.0,N/A
2018.0,Sally Edwards,0.0,N/A
2018.0,Lyn Brooks,0.0,N/A
2018.0,Linda Sweeney,0.0,N/A
2018.0,Eve Anderson,0.0,N/A
2018.0,Robin Beck,0.0,N/A
2018.0,Lyn Lemaire,0.0,N/A
2019.0,Anne Haug,1.0,08:40:10
2019.0,Sarah Crowley,3.0,08:48:13
2019.0,Lucy Charles,2.0,08:46:44
2019.0,Heather Jackson,0.0,N/A
2019.0,Daniela Ryf,0.0,N/A
2019.0,Rachel Joyce,0.0,N/A
2019.0,Liz Blatchford,0.0,N/A
2019.0,Leanda Cave,0.0,N/A
2019.0,Caroline Steffen,0.0,N/A
2019.0,Julie Dibens,0.0,N/A
2019.0,Virginia Berasategui,0.0,N/A
2019.0,Mirinda Carfrae,0.0,N/A
2019.0,Yvonne van Vlerken,0.0,N/A
2019.0,Sandra Wallenhorst,0.0,N/A
2019.0,Chrissie Wellington,0.0,N/A
2019.0,Samantha McGlone,0.0,N/A
2019.0,Lisa Bentley,0.0,N/A
2019.0,Desiree Ficker,0.0,N/A
2019.0,Michellie Jones,0.0,N/A
2019.0,Kate Major,0.0,N/A
2019.0,Nina Kraft,0.0,N/A
2019.0,Heather Fuhr,0.0,N/A
2019.0,Lori Bowden,0.0,N/A
2019.0,Natascha Badmann,0.0,N/A
2019.0,Isabelle Mouthon,0.0,N/A
2019.0,Fernanda Keller,0.0,N/A
2019.0,Karen Smyers,0.0,N/A
2019.0,Susan Latshaw,0.0,N/A
2019.0,Julie Anne White,0.0,N/A
2019.0,Thea Sybesma,0.0,N/A
2019.0,Sarah Coope,0.0,N/A
2019.0,Terri Schneider,0.0,N/A
2019.0,Kirsten Hanssen,0.0,N/A
2019.0,Erin Baker,0.0,N/A
2019.0,Joanne Ernst,0.0,N/A
2019.0,Paula Newby-Fraser,0.0,N/A
2019.0,Elizabeth Bulman,0.0,N/A
2019.0,Julie Olson,0.0,N/A
2019.0,Patricia Puntous,0.0,N/A
2019.0,Sylviane Puntous,0.0,N/A
2019.0,Eva Ueltzen,0.0,N/A
2019.0,Julie Leach,0.0,N/A
2019.0,Jo Ann Dahlkoetter,0.0,N/A
2019.0,Julie Moss,0.0,N/A
2019.0,Kathleen McCartney,0.0,N/A
2019.0,Sally Edwards,0.0,N/A
2019.0,Lyn Brooks,0.0,N/A
2019.0,Linda Sweeney,0.0,N/A
2019.0,Eve Anderson,0.0,N/A
2019.0,Robin Beck,0.0,N/A
2019.0,Lyn Lemaire,0.0,N/A
